work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO00169,T0402,P032,56,electrical,medium,resolved,Flickering lights throughout the apartment,2024-10-19 14:00,2024-10-24 00:02,106.0,V008,electrical,high,0.98,true,false
WO00170,T0497,P032,119,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2024-12-26 15:00,2024-12-31 13:47,118.8,V021,general,low,0.95,true,false
WO00171,T0465,P018,96,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-12-08 19:00,2024-12-15 14:49,163.8,V006,HVAC,high,0.95,true,false
WO00172,T0232,P050,41,HVAC,medium,open,AC not cooling below 78 even on max setting,2025-01-15 12:00,,,,HVAC,medium,0.95,true,true
WO00173,T0245,P005,4,plumbing,medium,in-progress,"Toilet won't stop running, sounds like it's constantly refilling",2024-07-19 15:00,,,V003,plumbing,medium,0.9,true,true
WO00174,T0107,P029,8,general,medium,open,"Cabinet hinge in kitchen broken, door hanging loose",2025-04-12 20:00,,,,general,low,0.95,true,false
WO00175,T0243,P046,29,HVAC,emergency,resolved,"Thermostat unresponsive, screen is blank",2024-11-07 18:00,2024-11-08 03:41,9.7,V011,HVAC,high,0.95,true,false
WO00176,T0019,P029,171,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2024-10-16 18:00,2024-10-21 05:08,107.1,V030,electrical,emergency,1.0,true,false
WO00177,T0280,P028,26,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2025-01-23 18:00,2025-01-30 03:08,153.1,V005,general,high,0.85,true,false
WO00178,T0472,P043,5,plumbing,medium,open,"Shower drain completely clogged, water backing up",2024-06-07 09:00,,,,plumbing,high,0.95,true,false
WO00179,T0267,P003,18,plumbing,high,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-06-20 13:00,2024-06-23 00:39,59.7,V028,plumbing,medium,0.9,true,false
WO00180,T0250,P005,36,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-06-05 11:00,2024-06-09 06:45,91.8,V013,HVAC,high,0.95,true,false
WO00181,T0369,P005,31,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2025-03-16 17:00,2025-03-20 20:52,99.9,V008,electrical,medium,0.95,true,true
WO00182,T0268,P031,46,HVAC,low,resolved,Strange burning smell coming from air vents,2025-02-21 16:00,2025-03-04 04:24,252.4,V018,HVAC,emergency,0.98,true,false
WO00183,T0108,P022,49,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2024-08-24 15:00,2024-09-10 15:16,408.3,V030,electrical,medium,0.95,true,false
WO00184,T0006,P038,148,electrical,medium,in-progress,Circuit breaker keeps tripping for bedroom circuit,2024-06-03 11:00,,,V007,electrical,high,0.95,true,false
WO00185,T0103,P016,35,plumbing,medium,in-progress,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-04-16 14:00,,,V028,plumbing,high,0.95,true,false
WO00186,T0081,P032,75,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2024-11-24 17:00,2024-11-27 19:22,74.4,V003,plumbing,high,0.95,true,false
WO00187,T0141,P014,83,electrical,low,resolved,Light fixture in bathroom buzzing loudly,2024-11-04 12:00,2024-11-20 05:49,377.8,V030,electrical,medium,0.9,true,false
WO00188,T0479,P009,56,electrical,medium,resolved,"Power went out in half the unit, breaker won't reset",2024-07-10 16:00,2024-07-14 17:36,97.6,V007,electrical,emergency,0.98,true,false
WO00189,T0144,P003,35,HVAC,high,open,Loud banging noise every time heat kicks on,2025-03-28 17:00,,,,HVAC,medium,0.9,true,false
WO00190,T0393,P012,7,general,medium,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-04-06 11:00,2025-04-16 05:23,234.4,V022,electrical,low,0.9,false,false
WO00191,T0108,P022,49,HVAC,emergency,in-progress,AC not cooling below 78 even on max setting,2024-07-17 19:00,,,V020,HVAC,medium,0.95,true,false
WO00192,T0076,P012,125,HVAC,high,resolved,Strange burning smell coming from air vents,2024-07-10 07:00,2024-07-11 16:51,33.9,V018,HVAC,emergency,0.98,true,false
WO00193,T0218,P010,43,general,medium,resolved,"Window seal broken, condensation between panes",2024-10-02 15:00,2024-10-08 09:03,138.1,V022,general,low,0.95,true,false
WO00194,T0362,P001,3,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2025-02-27 08:00,2025-03-08 12:23,220.4,V016,general,high,0.85,true,false
WO00195,T0490,P040,115,HVAC,low,resolved,"HVAC filter clogged, air quality seems poor",2025-01-10 15:00,2025-01-23 19:23,316.4,V013,HVAC,medium,0.95,true,false
WO00196,T0351,P008,8,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2024-08-31 07:00,2024-09-09 08:30,217.5,V023,plumbing,medium,0.9,true,true
WO00197,T0395,P021,110,electrical,medium,in-progress,Dryer outlet not providing power,2024-09-06 13:00,,,V008,electrical,high,0.95,true,false
WO00198,T0092,P042,6,plumbing,high,resolved,"Hot water heater making popping sounds, no hot water",2024-06-03 16:00,2024-06-05 14:20,46.3,V001,plumbing,high,0.95,true,true
WO00199,T0467,P013,6,electrical,low,resolved,Outlet in kitchen sparks when plugging in appliances,2025-04-07 11:00,2025-04-14 22:15,179.3,V008,electrical,emergency,0.99,true,false
WO00200,T0329,P031,133,general,medium,resolved,"Bedroom closet door won't close, keeps swinging open",2024-10-19 17:00,2024-10-23 02:36,81.6,V005,general,low,0.95,true,false
WO00201,T0442,P012,119,general,low,resolved,Garage door opener stopped responding to remote,2024-08-28 14:00,2024-09-15 01:58,420.0,V005,general,low,0.95,true,true
WO00202,T0020,P022,66,electrical,emergency,resolved,"Two light switches not working, bulbs already replaced",2025-05-28 18:00,2025-05-29 00:13,6.2,V007,electrical,medium,0.95,true,false
WO00203,T0043,P021,80,general,low,open,Garage door opener stopped responding to remote,2025-04-23 18:00,,,,general,low,0.95,true,true
WO00204,T0032,P002,120,electrical,high,resolved,"Power went out in half the unit, breaker won't reset",2025-05-02 16:00,2025-05-05 21:05,77.1,V008,electrical,emergency,0.98,true,false
WO00205,T0429,P032,76,electrical,low,in-progress,Light fixture in bathroom buzzing loudly,2024-12-05 15:00,,,V002,electrical,medium,0.9,true,false
WO00206,T0482,P022,117,general,medium,resolved,"Front door lock sticking, key requires extreme force",2024-07-04 10:00,2024-07-13 04:36,210.6,V016,general,high,0.9,true,false
WO00207,T0374,P007,24,electrical,high,resolved,Flickering lights throughout the apartment,2025-04-08 10:00,2025-04-11 11:35,73.6,V030,electrical,high,0.95,true,true
WO00208,T0089,P031,20,plumbing,medium,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-11-22 14:00,2024-11-29 13:27,167.5,V001,plumbing,medium,0.95,true,true
WO00209,T0290,P005,102,general,high,resolved,"Patio door off track, won't slide properly",2024-07-15 09:00,2024-07-17 07:51,46.9,V005,general,low,0.9,true,false
WO00210,T0393,P012,7,HVAC,low,in-progress,Strange burning smell coming from air vents,2025-01-22 08:00,,,V011,HVAC,emergency,0.98,true,false
WO00211,T0158,P007,55,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-06-28 13:00,2024-07-06 11:35,190.6,V011,HVAC,emergency,0.98,true,false
WO00212,T0143,P050,77,HVAC,medium,resolved,AC not cooling below 78 even on max setting,2024-10-18 10:00,2024-10-22 15:45,101.8,V013,HVAC,medium,0.9,true,true
WO00213,T0133,P025,33,general,high,resolved,"Intercom/doorbell not working, can't hear buzzer",2024-12-04 12:00,2024-12-07 19:36,79.6,V022,electrical,low,0.9,false,false
WO00214,T0425,P016,114,HVAC,emergency,resolved,"Thermostat unresponsive, screen is blank",2024-08-19 15:00,2024-08-20 05:41,14.7,V018,HVAC,medium,0.92,true,false
WO00215,T0178,P021,77,electrical,high,resolved,Dryer outlet not providing power,2025-03-10 20:00,2025-03-14 01:30,77.5,V008,electrical,medium,0.95,true,false
WO00216,T0047,P049,33,HVAC,high,resolved,"AC unit making grinding noise, unit is 85 degrees",2024-07-30 15:00,2024-08-02 14:23,71.4,V011,HVAC,high,0.95,true,true
WO00217,T0244,P038,147,HVAC,medium,in-progress,Vents blowing hot air when AC is set to cool,2024-12-11 17:00,,,V020,HVAC,high,0.95,true,false
WO00218,T0462,P021,65,plumbing,medium,open,Garbage disposal jammed and won't turn on,2024-06-05 09:00,,,,general,low,0.9,false,false
WO00219,T0216,P009,21,general,medium,resolved,"Window seal broken, condensation between panes",2024-09-04 12:00,2024-09-09 15:27,123.5,V022,general,low,0.9,true,false
WO00220,T0280,P028,26,HVAC,low,resolved,Vents blowing hot air when AC is set to cool,2025-01-20 16:00,2025-02-04 17:31,361.5,V018,HVAC,high,0.95,true,false
WO00221,T0375,P012,61,general,medium,in-progress,Mold spots appearing on bathroom ceiling near vent,2025-04-04 12:00,,,V022,plumbing,high,0.85,false,false
WO00222,T0348,P045,69,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2025-02-15 08:00,2025-02-21 06:43,142.7,V021,general,low,0.95,true,false
WO00223,T0489,P045,34,general,medium,in-progress,"Patio door off track, won't slide properly",2024-11-01 16:00,,,V016,general,medium,0.9,true,true
WO00224,T0488,P023,21,HVAC,high,in-progress,"AC unit making grinding noise, unit is 85 degrees",2024-07-17 11:00,,,V011,HVAC,emergency,0.95,true,false
WO00225,T0411,P040,177,electrical,medium,in-progress,Outlet in kitchen sparks when plugging in appliances,2025-05-04 09:00,,,V007,electrical,emergency,1.0,true,false
WO00226,T0453,P046,11,HVAC,medium,open,AC not cooling below 78 even on max setting,2024-09-13 13:00,,,,HVAC,medium,0.9,true,true
WO00227,T0047,P049,33,HVAC,high,resolved,Strange burning smell coming from air vents,2024-06-03 14:00,2024-06-05 01:28,35.5,V006,HVAC,emergency,0.95,true,false
WO00228,T0242,P032,43,general,medium,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-01-24 18:00,2025-01-29 10:46,112.8,V005,general,low,0.95,true,false
WO00229,T0199,P040,101,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-11-15 11:00,2024-11-24 04:43,209.7,V018,HVAC,medium,0.85,true,true
WO00230,T0306,P049,40,general,medium,in-progress,"Intercom/doorbell not working, can't hear buzzer",2024-06-14 10:00,,,V016,electrical,low,0.8,false,false
WO00231,T0394,P037,141,HVAC,medium,in-progress,"AC unit making grinding noise, unit is 85 degrees",2025-04-09 16:00,,,V018,HVAC,emergency,0.95,true,false
WO00232,T0469,P010,6,plumbing,medium,open,"Hot water heater making popping sounds, no hot water",2024-06-23 10:00,,,,plumbing,high,0.9,true,false
WO00233,T0155,P028,10,general,high,resolved,"Patio door off track, won't slide properly",2025-01-04 09:00,2025-01-06 05:31,44.5,V022,general,medium,0.9,true,false
WO00234,T0346,P028,25,general,emergency,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-08-31 09:00,2024-08-31 20:00,11.0,V005,general,low,0.95,true,false
WO00235,T0239,P028,135,plumbing,medium,resolved,Low water pressure throughout entire unit,2024-06-07 09:00,2024-06-12 14:35,125.6,V028,plumbing,high,0.85,true,false
WO00236,T0260,P050,17,general,medium,open,"Cabinet hinge in kitchen broken, door hanging loose",2025-01-03 19:00,,,,general,low,0.95,true,false
WO00237,T0028,P023,7,electrical,medium,resolved,Circuit breaker keeps tripping for bedroom circuit,2025-04-06 19:00,2025-04-15 09:48,206.8,V030,electrical,high,0.95,true,false
WO00238,T0258,P005,12,electrical,low,resolved,Dryer outlet not providing power,2024-12-04 08:00,2024-12-22 07:55,431.9,V030,electrical,medium,0.9,true,false
WO00239,T0273,P005,14,general,low,open,"Front door lock sticking, key requires extreme force",2024-11-20 18:00,,,,general,medium,0.85,true,false
WO00240,T0303,P044,3,electrical,high,resolved,"Exterior outlet has no power, GFCI keeps tripping",2025-01-09 07:00,2025-01-11 16:27,57.5,V002,electrical,medium,0.95,true,false
WO00241,T0063,P010,61,general,medium,open,"Intercom/doorbell not working, can't hear buzzer",2025-05-18 12:00,,,,electrical,low,0.95,false,false
WO00242,T0130,P031,81,general,medium,in-progress,"Front door lock sticking, key requires extreme force",2025-03-05 11:00,,,V016,general,medium,0.9,true,true
WO00243,T0151,P021,18,electrical,medium,resolved,Flickering lights throughout the apartment,2025-04-22 07:00,2025-04-29 11:05,172.1,V008,electrical,high,0.95,true,false
WO00244,T0375,P012,61,plumbing,medium,resolved,"Shower drain completely clogged, water backing up",2024-07-14 15:00,2024-07-18 06:53,87.9,V003,plumbing,high,0.98,true,false
WO00245,T0325,P010,26,general,medium,in-progress,Garage door opener stopped responding to remote,2025-05-19 16:00,,,V016,general,medium,0.85,true,true
WO00246,T0471,P022,135,general,emergency,in-progress,"Front door lock sticking, key requires extreme force",2024-08-15 16:00,,,V005,general,medium,0.9,true,false
WO00247,T0196,P018,36,plumbing,medium,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2025-01-03 13:00,2025-01-06 16:45,75.8,V017,plumbing,high,0.98,true,false
WO00248,T0370,P032,52,plumbing,low,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-09-07 16:00,2024-09-18 07:41,255.7,V017,plumbing,low,0.9,true,true
WO00249,T0316,P038,42,HVAC,medium,open,Vents blowing hot air when AC is set to cool,2025-01-29 10:00,,,,HVAC,high,0.95,true,false
WO00250,T0390,P021,48,general,high,resolved,"Patio door off track, won't slide properly",2024-10-20 15:00,2024-10-23 15:20,72.3,V022,general,medium,0.9,true,false
WO00251,T0466,P021,92,HVAC,medium,in-progress,"Thermostat unresponsive, screen is blank",2024-09-15 07:00,,,V018,HVAC,high,0.9,true,false
WO00252,T0337,P032,86,HVAC,high,resolved,Strange burning smell coming from air vents,2024-07-20 10:00,2024-07-22 02:11,40.2,V013,HVAC,emergency,0.95,true,false
WO00253,T0114,P012,26,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2025-01-22 16:00,2025-01-28 14:41,142.7,V028,plumbing,high,0.95,true,false
WO00254,T0169,P029,49,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2024-11-22 12:00,2024-11-27 22:11,130.2,V022,general,medium,0.8,true,true
WO00255,T0078,P029,137,general,low,resolved,"Carpet edge pulling up near entryway, tripping hazard",2025-05-24 09:00,2025-06-09 19:07,394.1,V021,general,high,0.95,true,false
WO00256,T0207,P033,13,plumbing,medium,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-04-20 14:00,2025-04-27 12:18,166.3,V017,plumbing,low,0.9,true,false
WO00257,T0043,P021,80,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-10-28 19:00,2024-11-02 23:58,125.0,V018,HVAC,emergency,0.95,true,false
WO00258,T0016,P038,94,HVAC,medium,in-progress,Strange burning smell coming from air vents,2025-03-17 13:00,,,V018,HVAC,emergency,0.95,true,false
WO00259,T0392,P014,74,plumbing,low,in-progress,"Bathtub faucet handle broken off, can't turn water off",2024-09-29 13:00,,,V028,plumbing,emergency,0.98,true,false
WO00260,T0068,P012,43,general,medium,resolved,"Window seal broken, condensation between panes",2024-12-20 10:00,2024-12-24 21:29,107.5,V005,general,low,0.85,true,false
WO00261,T0293,P031,129,electrical,high,in-progress,Smoke detector chirping every 30 seconds,2025-03-09 13:00,,,V008,electrical,medium,0.95,true,false
WO00262,T0385,P007,155,HVAC,medium,resolved,Strange burning smell coming from air vents,2024-12-03 17:00,2024-12-07 10:44,89.7,V013,HVAC,emergency,0.98,true,false
WO00263,T0258,P005,12,general,high,resolved,Garage door opener stopped responding to remote,2024-10-25 20:00,2024-10-29 14:34,90.6,V016,general,low,0.9,true,false
WO00264,T0474,P020,21,HVAC,medium,open,Strange burning smell coming from air vents,2025-01-24 17:00,,,,HVAC,emergency,0.98,true,false
WO00265,T0089,P031,20,plumbing,medium,resolved,Low water pressure throughout entire unit,2024-12-28 10:00,2025-01-04 20:55,178.9,V028,plumbing,medium,0.9,true,true
WO00266,T0115,P040,190,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-04-03 16:00,2025-04-11 19:00,195.0,V006,HVAC,high,0.95,true,false
WO00267,T0167,P012,160,HVAC,high,resolved,"Heater blowing cold air, thermostat set to 72",2024-12-07 07:00,2024-12-10 12:29,77.5,V018,HVAC,high,0.95,true,true
WO00268,T0283,P022,20,HVAC,low,in-progress,Strange burning smell coming from air vents,2024-10-01 09:00,,,V018,HVAC,emergency,0.98,true,false
WO00269,T0480,P032,61,HVAC,medium,in-progress,"AC unit making grinding noise, unit is 85 degrees",2024-09-14 16:00,,,V018,HVAC,high,0.95,true,false
WO00270,T0236,P012,16,HVAC,medium,resolved,AC not cooling below 78 even on max setting,2024-08-30 14:00,2024-09-06 02:02,156.0,V006,HVAC,medium,0.9,true,true
WO00271,T0412,P010,73,electrical,low,resolved,"Power went out in half the unit, breaker won't reset",2025-01-23 18:00,2025-02-13 05:23,491.4,V002,electrical,emergency,0.98,true,false
WO00272,T0384,P040,15,plumbing,medium,resolved,"Dishwasher not draining, standing water at the bottom",2025-01-27 20:00,2025-02-02 12:43,136.7,V023,plumbing,medium,0.9,true,true
WO00273,T0491,P028,9,electrical,low,resolved,Light fixture in bathroom buzzing loudly,2025-04-28 15:00,2025-05-15 15:09,408.2,V030,electrical,low,0.85,true,true
WO00274,T0247,P025,22,plumbing,high,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-12-04 13:00,2024-12-07 16:35,75.6,V028,plumbing,high,0.95,true,true
WO00275,T0323,P014,31,general,medium,open,"Patio door off track, won't slide properly",2024-10-13 19:00,,,,general,low,0.9,true,false
WO00276,T0423,P020,40,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2024-08-12 10:00,2024-08-20 23:39,205.7,V003,plumbing,low,0.9,true,false
WO00277,T0136,P005,105,plumbing,medium,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-05-30 14:00,2025-06-07 20:25,198.4,V017,plumbing,emergency,0.98,true,false
